customer_id,first_name,last_name,email,created_at
CUST000001,FirstName1,LastName1,customer0@gmail.com,2023-01-01 21:17:48
CUST000002,FirstName2,LastName2,customer1@outlook.com,2023-08-14 21:17:48
CUST000003,FirstName3,LastName3,customer2@hotmail.com,2023-04-24 21:17:48
CUST000004,FirstName4,LastName4,customer3@yahoo.com,2023-11-07 21:17:48
CUST000005,FirstName5,LastName5,customer4@gmail.com,2022-12-30 21:17:48
CUST000006,FirstName6,LastName6,customer5@yahoo.com,2022-12-05 21:17:48
CUST000007,FirstName7,LastName7,customer6@yahoo.com,2023-10-24 21:17:48
CUST000008,FirstName8,LastName8,customer7@hotmail.com,2023-11-15 21:17:48
CUST000009,FirstName9,LastName9,customer8@outlook.com,2023-09-21 21:17:48
CUST000010,FirstName10,LastName10,customer9@hotmail.com,2023-12-04 21:17:48
CUST000011,FirstName11,LastName11,customer10@gmail.com,2023-01-23 21:17:48
CUST000012,FirstName12,LastName12,customer11@gmail.com,2023-07-27 21:17:48
CUST000013,FirstName13,LastName13,customer12@yahoo.com,2023-02-18 21:17:48
CUST000014,FirstName14,LastName14,customer13@outlook.com,2024-02-14 21:17:48
CUST000015,FirstName15,LastName15,customer14@hotmail.com,2024-01-25 21:17:48
CUST000016,FirstName16,LastName16,customer15@hotmail.com,2024-11-15 21:17:48
CUST000017,FirstName17,LastName17,customer16@outlook.com,2024-05-10 21:17:48
CUST000018,FirstName18,LastName18,customer17@hotmail.com,2023-06-23 21:17:48
CUST000019,FirstName19,LastName19,customer18@hotmail.com,2024-07-19 21:17:48
CUST000020,FirstName20,LastName20,customer19@outlook.com,2023-12-22 21:17:48
CUST000021,FirstName21,LastName21,customer20@yahoo.com,2024-04-19 21:17:48
CUST000022,FirstName22,LastName22,customer21@yahoo.com,2024-05-15 21:17:48
CUST000023,FirstName23,LastName23,customer22@gmail.com,2024-06-12 21:17:48
CUST000024,FirstName24,LastName24,customer23@gmail.com,2024-08-03 21:17:48
CUST000025,FirstName25,LastName25,customer24@gmail.com,2023-06-12 21:17:48
CUST000026,FirstName26,LastName26,customer25@outlook.com,2023-07-16 21:17:48
CUST000027,FirstName27,LastName27,customer26@yahoo.com,2024-03-06 21:17:48
CUST000028,FirstName28,LastName28,customer27@gmail.com,2024-04-22 21:17:48
CUST000029,FirstName29,LastName29,customer28@gmail.com,2024-03-23 21:17:48
CUST000030,FirstName30,LastName30,customer29@outlook.com,2024-01-30 21:17:48
CUST000031,FirstName31,LastName31,customer30@hotmail.com,2023-10-30 21:17:48
CUST000032,FirstName32,LastName32,customer31@yahoo.com,2024-02-12 21:17:48
CUST000033,FirstName33,LastName33,customer32@gmail.com,2022-12-31 21:17:48
CUST000034,FirstName34,LastName34,customer33@outlook.com,2023-12-22 21:17:48
CUST000035,FirstName35,LastName35,customer34@outlook.com,2023-03-31 21:17:48
CUST000036,FirstName36,LastName36,customer35@hotmail.com,2023-05-26 21:17:48
CUST000037,FirstName37,LastName37,customer36@gmail.com,2023-06-20 21:17:48
CUST000038,FirstName38,LastName38,customer37@yahoo.com,2024-08-08 21:17:48
CUST000039,FirstName39,LastName39,customer38@yahoo.com,2024-08-23 21:17:48
CUST000040,FirstName40,LastName40,customer39@gmail.com,2023-01-10 21:17:48
CUST000041,FirstName41,LastName41,customer40@hotmail.com,2024-04-17 21:17:48
CUST000042,FirstName42,LastName42,customer41@hotmail.com,2024-01-05 21:17:48
CUST000043,FirstName43,LastName43,customer42@hotmail.com,2023-07-06 21:17:48
CUST000044,FirstName44,LastName44,customer43@outlook.com,2024-02-25 21:17:48
CUST000045,FirstName45,LastName45,customer44@outlook.com,2024-06-02 21:17:48
CUST000046,FirstName46,LastName46,customer45@outlook.com,2023-03-26 21:17:48
CUST000047,FirstName47,LastName47,customer46@outlook.com,2023-09-04 21:17:48
CUST000048,FirstName48,LastName48,customer47@outlook.com,2023-11-05 21:17:48
CUST000049,FirstName49,LastName49,customer48@yahoo.com,2023-04-12 21:17:48
CUST000050,FirstName50,LastName50,customer49@yahoo.com,2024-04-06 21:17:48
CUST000051,FirstName51,LastName51,customer50@outlook.com,2024-02-29 21:17:48
CUST000052,FirstName52,LastName52,customer51@outlook.com,2024-11-26 21:17:48
CUST000053,FirstName53,LastName53,customer52@hotmail.com,2023-04-28 21:17:48
CUST000054,FirstName54,LastName54,customer53@hotmail.com,2024-04-15 21:17:48
CUST000055,FirstName55,LastName55,customer54@outlook.com,2023-06-02 21:17:48
CUST000056,FirstName56,LastName56,customer55@gmail.com,2024-10-06 21:17:48
CUST000057,FirstName57,LastName57,customer56@hotmail.com,2023-09-11 21:17:48
